"1874134672072233194","https://x.com/yuuki170/status/1874134672072233194","2025-01-01 01:45:00","2024までにうpした全動画
https://www.youtube.com/playlist?list=PLeGD69-sgIimXRiP_ZuoNTVv1QqOAhp3Y"
"1874132997429223682","https://x.com/yuuki170/status/1874132997429223682","2025-01-01 01:38:20","ゆうきの前のYouTubeチャンネル
https://www.youtube.com/@yuuki%E3%82%86%E3%81%86%E3%81%8D%E9%87%91%E9%87%8E%E8%A3%95%E5%B8%8C/videos"
"1874114172746949015","https://x.com/yuuki170/status/1874114172746949015","2025-01-01 00:23:32","@IIZNhJtjZGQnwnA O⭐️M⭐️E"
"1874034002220507177","https://x.com/yuuki170/status/1874034002220507177","2024-12-31 19:04:58","収入
¥5,000 おばあちゃんからお年玉"
"1874029802795262400","https://x.com/yuuki170/status/1874029802795262400","2024-12-31 18:48:17","15年ぐらい悩んでこの方法思いついたの2023年7月。まだ1年半なのでマイルール変わるかも。
誕生日をつけるのは、yuuki0517が取られてたらどうするか。"
"1874020881091195067","https://x.com/yuuki170/status/1874020881091195067","2024-12-31 18:12:50","27日
¥980 床屋

29日
¥500 ゲーセン"
"1873991931635831065","https://x.com/yuuki170/status/1873991931635831065","2024-12-31 16:17:48","ID取られてる問題
いまんとこyuuki2, yuuki3, yuuki4, …と順番に数字を試すのが最善の妥協策だと思ってる。
#不完全恐怖 #完璧主義

https://youtu.be/3lj2iKkDTm4 https://x.com/yuuki170/status/1873991931635831065/video/1 https://twitter.com/yuuki26/status/1873979452721684513"
"1873991668313317689","https://x.com/yuuki170/status/1873991668313317689","2024-12-31 16:16:45","5年前から日本語使うのやめた
https://youtu.be/VySZ5Fp4_JU https://x.com/yuuki170/status/1873991668313317689/video/1 https://twitter.com/yuuki26/status/1872033035128099135"
"1873620539367153752","https://x.com/yuuki170/status/1873620539367153752","2024-12-30 15:42:01","@ga9z_w ㊗️"
"1873313810800677187","https://x.com/yuuki170/status/1873313810800677187","2024-12-29 19:23:11","@zenzou_daze_ マジレスするとそういう人は本音を言ってくれるだけでなく、キモイと思ってるのに友達でいてくれるっていう二重の幸福がある"
"1873226579352092765","https://x.com/yuuki170/status/1873226579352092765","2024-12-29 13:36:34","@4s1TPIJYkM59941 ちゃんと食え"
"1873153645409390659","https://x.com/yuuki170/status/1873153645409390659","2024-12-29 08:46:45","はんぺんじゃなく油揚げみたい(そこまで美味しくはない)
砂糖が重要だったかも。パンではなくフライパンに砂糖振った方よかったかも"
"1873151291234631837","https://x.com/yuuki170/status/1873151291234631837","2024-12-29 08:37:23","5日目
①卵1個、牛乳200g パン浸します。平たい皿がいい
②バター溶かし、砂糖5gまぶし、弱火焼きます。
③焦げます。 https://x.com/yuuki170/status/1873151291234631837/photo/1"
"1873148053089337641","https://x.com/yuuki170/status/1873148053089337641","2024-12-29 08:24:31","4日目 https://twitter.com/yuuki26/status/1873147855222735000"
"1873102899343221050","https://x.com/yuuki170/status/1873102899343221050","2024-12-29 05:25:06","@defo002_ 誰も使ってないwww"
"1872893099367907396","https://x.com/yuuki170/status/1872893099367907396","2024-12-28 15:31:26","https://x.com/yuuki170/status/1872893099367907396/photo/1"
"1872893095723057294","https://x.com/yuuki170/status/1872893095723057294","2024-12-28 15:31:25","ポケモンGOバッグ紹介(無課金)
ボックス3000
バッグ3500

薬30、ボール2000、きのみ20など。位置が変わらないよう不要なアイテムも1残し https://x.com/yuuki170/status/1872893095723057294/photo/1"
"1872820043010195675","https://x.com/yuuki170/status/1872820043010195675","2024-12-28 10:41:08","@4s1TPIJYkM59941 ほんと頭良くてごめん"
"1872819191214141757","https://x.com/yuuki170/status/1872819191214141757","2024-12-28 10:37:45","@4s1TPIJYkM59941 いきなり答え言ってごめん
(1 + (4 × 7 × 9)) × 8もあったわもっと少ないのあるかも"
"1872815467506925718","https://x.com/yuuki170/status/1872815467506925718","2024-12-28 10:22:57","@4s1TPIJYkM59941 3 × 5 × (7 + 8) × 9 - 1とか？暗算でごめん"
"1872750810595242173","https://x.com/yuuki170/status/1872750810595242173","2024-12-28 06:06:01","一周回って超イケメンにしか見えなくなってきたと思う https://twitter.com/yuuki170/status/1872340570842284102"
"1872743334055428201","https://x.com/yuuki170/status/1872743334055428201","2024-12-28 05:36:19","私は普段はこんな。あえて最近は審美的にアピールしない写真載せてる https://x.com/yuuki170/status/1872743334055428201/photo/1"
"1872739534515167616","https://x.com/yuuki170/status/1872739534515167616","2024-12-28 05:21:13","最近の流行りは無加ノマ(無加工ノーマル)。ルッキスト避けおすすめ"
"1872730841631293747","https://x.com/yuuki170/status/1872730841631293747","2024-12-28 04:46:40","私達BI時代の新階層(?)は“自由人”と呼べると思う
働いてる人も含む(給料1円でもいい人とか)"
"1872718460230553998","https://x.com/yuuki170/status/1872718460230553998","2024-12-28 03:57:29","2024最新のXはS●X。
私は自己紹介というか“自分晒し”を研究してる。
新しい文学としても提唱したかった。 https://x.com/yuuki170/status/1872718460230553998/photo/1"
"1872705215792820487","https://x.com/yuuki170/status/1872705215792820487","2024-12-28 03:04:51","本名金野裕希(こんのゆうき)だけど、プロフェッショナルネームとして「ゆうき」を用いてる。
引用される場合「ゆうき」で
(英語は小文字yuuki)"
"1872699242122494119","https://x.com/yuuki170/status/1872699242122494119","2024-12-28 02:41:07","ゆうきを紹介される場合、肩書きは「無職」がいい
働いたことない
「ニート」でもいいけど"
