"1791078545772720572","https://twitter.com/yuuki26/status/1791078545772720572","2024-05-16 21:09:36","@no_tl
before 2004 (age 10), i had collected old coins and banknotes found at my grandma's house.

they were my great uncle Tomokichi Jūmonji's (1919-1999)."
"1790416909839597660","https://twitter.com/yuuki26/status/1790416909839597660","2024-05-15 01:20:30","my visit to Ryusendo cave in 2023.
i suggested a cave as one of the places for scientific research.
i'm not interested.
https://min.togetter.com/jgPV9Yn"
"1790404577197764750","https://twitter.com/yuuki26/status/1790404577197764750","2024-05-15 00:31:29","@no_tl
there was the Ryūsen New Cave Science Museum on the other side of the road.
it was another cave, more academic.
no photos allowed.
https://maps.app.goo.gl/iqKCJSqWvxi4GLrD6"
"1790396065545609473","https://twitter.com/yuuki26/status/1790396065545609473","2024-05-14 23:57:40","@no_tl
i went to Ryūsendō Cave in Iwaizumi, Iwate, Japan on Sep 25, 2023.
https://maps.app.goo.gl/Tq3y1aQog28oajESA"
"1790382446002815242","https://twitter.com/yuuki26/status/1790382446002815242","2024-05-14 23:03:33","turns out i hate caves.
no interest in speleology either.

it was written that there are living things.
i hate living things."
"1790059097250779496","https://twitter.com/yuuki26/status/1790059097250779496","2024-05-14 01:38:41","what should we call him?"
"1790059090921591269","https://twitter.com/yuuki26/status/1790059090921591269","2024-05-14 01:38:39","my parents got a dog.
i followed mom walking him.
10 meters (30 feet) away.

i'm scared of animals.
iphone says Jack Russell Terrier. https://twitter.com/yuuki26/status/1790059090921591269/photo/1"
"1790020222239318435","https://twitter.com/yuuki26/status/1790020222239318435","2024-05-13 23:04:12","just got haircut $10 again"
"1789696336218239322","https://twitter.com/yuuki26/status/1789696336218239322","2024-05-13 01:37:12","@no_tl
i invited 2000+ friends to pokemon go.
maybe a world record. https://twitter.com/yuuki26/status/1789696336218239322/photo/1"
"1789684335915971059","https://twitter.com/yuuki26/status/1789684335915971059","2024-05-13 00:49:31","organized my pokemon go.
games will be the modern SAT or ACT.
https://min.togetter.com/QlBNRl7"
"1789665543571870074","https://twitter.com/yuuki26/status/1789665543571870074","2024-05-12 23:34:50","@no_tl
my pokemon in pokemon go
https://www.pokebattler.com/profiles/1124360

(repo) https://github.com/yuukiarchives/pokemon https://twitter.com/yuuki26/status/1789665543571870074/photo/1"
"1789626768846184961","https://twitter.com/yuuki26/status/1789626768846184961","2024-05-12 21:00:46","@no_tl
2016-10: started playing
-2017: stopped

2020-11: got back, lvl 28
2022-05: lvl 50

i basically got to lvl 50 in a year and a half.
maybe a f2p world record."
"1789565212447682691","https://twitter.com/yuuki26/status/1789565212447682691","2024-05-12 16:56:09","just hit up Yakiniku King.
too salty. should've rinsed the meat with oolong tea
https://www.instagram.com/p/C62-8ZLPaiv/"
"1789476007709180381","https://twitter.com/yuuki26/status/1789476007709180381","2024-05-12 11:01:41","i founded the study of low level genshin playing.
level 20-, only f2p (starter) characters.

time trial battles at low level are like shogi or chess."
"1789283211425833229","https://twitter.com/yuuki26/status/1789283211425833229","2024-05-11 22:15:35","https://twitter.com/yuuki26/status/1789283211425833229/photo/1"
"1789283203087515928","https://twitter.com/yuuki26/status/1789283203087515928","2024-05-11 22:15:33","Floor 3 Chamber 1, Spiral Abyss
ATK +40%
90s left

anemo traveler
finally won after 50 tries.

eng sub:
https://youtu.be/AteGVFj-U8g https://twitter.com/yuuki26/status/1789283203087515928/video/1"
"1789222585466757199","https://twitter.com/yuuki26/status/1789222585466757199","2024-05-11 18:14:41","managed to win Chambers 2 and 3 with a lvl 2 kaeya + dendro traveler, amber, and barbara.
(3 and 1 stars, respectively)"
"1788946684355211602","https://twitter.com/yuuki26/status/1788946684355211602","2024-05-10 23:58:21","https://twitter.com/yuuki26/status/1788946684355211602/photo/1"
"1788946674653814797","https://twitter.com/yuuki26/status/1788946674653814797","2024-05-10 23:58:18","Floor 2 Chamber 1, Spiral Abyss
ATK +30%
90s left

amber puppet + barbara
targeting mutant slimes.
only 40s left at first. idk how i did it.

eng sub:
https://youtu.be/1bN2FQl1UNI https://twitter.com/yuuki26/status/1788946674653814797/video/1"
"1788368707552411972","https://twitter.com/yuuki26/status/1788368707552411972","2024-05-09 09:41:40","23:00 slept 9:00 woke up
10 hrs"
"1788120617369362519","https://twitter.com/yuuki26/status/1788120617369362519","2024-05-08 17:15:51","i mirrored 📱 to 💻 n recorded screen (with 💻 mic).

to remove the letterbox:
% ffmpeg -i http://input.mov -vf 'crop=3408:1568:6:356' http://output.mov

param got from:
% ffmpeg -i http://input.mov -vf cropdetect -an -f null - https://twitter.com/yuuki26/status/1788120617369362519/photo/1"
